"StudentID";"Gender";"Age";"GradeLevel";"at_risk";"CountryID"
"S17679";"Male";16;"Grade 11";"False";65539
"S17680";"Male";16;"Grade 11";"False";65539
"S17681";"Male";15;"Grade 10";"False";65539
"S17682";"Male";16;"Grade 11";"True";65538
"S17683";"Male";16;"Grade 11";"False";65538
"S17684";"Female";15;"Grade 10";"True";65536
"S17685";"Female";16;"Grade 11";"False";65536
"S17686";"Male";16;"Grade 11";"True";65538
"S17687";"Male";15;"Grade 11";"False";65538
"S17688";"Male";16;"Grade 11";"False";65540
"S17689";"Male";16;"Grade 11";"False";65536
"S17690";"Male";16;"Grade 11";"False";65540
"S17691";"Male";14;"Grade 10";"False";65539
"S17692";"Female";17;"Grade 12";"False";65540
"S17693";"Female";15;"Grade 11";"False";65536
"S17694";"Male";16;"Grade 11";"True";65538
"S17695";"Male";15;"Grade 10";"False";65538
"S17696";"Male";16;"Grade 11";"True";65536
"S17697";"Male";16;"Grade 11";"False";65536
"S17698";"Male";15;"Grade 10";"False";65536
"S17699";"Female";16;"Grade 11";"False";65538
"S17700";"Female";15;"Grade 10";"True";65537
"S17701";"Male";16;"Grade 11";"False";65537
"S17702";"Male";16;"Grade 11";"True";65538
"S17703";"Male";16;"Grade 11";"False";65536
"S17704";"Male";16;"Grade 11";"True";65538
"S17705";"Male";16;"Grade 11";"True";65536
"S17706";"Female";15;"Grade 10";"True";65536
"S17707";"Male";17;"Grade 12";"False";65536
"S17708";"Male";17;"Grade 12";"False";65536
"S17709";"Male";15;"Grade 10";"True";65537
"S17710";"Female";16;"Grade 11";"False";65539
"S17711";"Female";17;"Grade 11";"False";65536
"S17712";"Male";17;"Grade 12";"False";65538
"S17713";"Male";17;"Grade 12";"False";65537
"S17714";"Male";16;"Grade 11";"False";65538
"S17715";"Male";16;"Grade 11";"False";65539
"S17716";"Male";16;"Grade 11";"False";65538
"S17717";"Female";15;"Grade 10";"False";65536
"S17718";"Female";17;"Grade 12";"True";65537
"S17719";"Male";17;"Grade 12";"True";65539
"S17720";"Female";17;"Grade 12";"True";65538
"S17721";"Male";16;"Grade 11";"False";65537
"S17722";"Male";15;"Grade 10";"False";65537
"S17723";"Male";16;"Grade 11";"True";65538
"S17724";"Male";16;"Grade 11";"False";65536
"S17725";"Female";15;"Grade 10";"False";65536
"S17726";"Male";17;"Grade 12";"False";65536
"S17727";"Female";16;"Grade 11";"False";65536
"S17728";"Female";17;"Grade 12";"False";65538
"S17729";"Male";16;"Grade 11";"False";65539
"S17730";"Female";17;"Grade 12";"False";65537
"S17731";"Female";17;"Grade 11";"False";65536
"S17732";"Male";15;"Grade 11";"False";65538
"S17733";"Female";16;"Grade 11";"True";65536
"S17734";"Male";16;"Grade 11";"False";65540
"S17735";"Female";16;"Grade 11";"False";65539
"S17736";"Male";16;"Grade 11";"False";65537
"S17737";"Female";16;"Grade 11";"True";65536
"S17738";"Male";15;"Grade 10";"True";65536
"S17739";"Male";15;"Grade 10";"False";65536
"S17740";"Female";16;"Grade 11";"False";65536
"S17741";"Male";16;"Grade 11";"False";65537
"S17742";"Female";16;"Grade 11";"False";65540
"S17743";"Female";17;"Grade 12";"False";65538
"S17744";"Male";16;"Grade 11";"False";65537
"S17745";"Male";16;"Grade 11";"False";65536
"S17746";"Male";16;"Grade 11";"False";65536
"S17747";"Female";16;"Grade 11";"False";65536
"S17748";"Female";16;"Grade 11";"True";65538
"S17749";"Male";16;"Grade 11";"False";65536
"S17750";"Male";17;"Grade 12";"True";65536
"S17751";"Male";17;"Grade 12";"False";65538
"S17752";"Male";17;"Grade 12";"False";65536
"S17753";"Male";16;"Grade 11";"False";65539
"S17754";"Male";17;"Grade 12";"False";65538
"S17755";"Male";16;"Grade 11";"False";65539
"S17756";"Male";16;"Grade 11";"True";65536
"S17757";"Male";16;"Grade 11";"False";65537
"S17758";"Female";17;"Grade 12";"False";65538
"S17759";"Male";16;"Grade 11";"True";65538
"S17760";"Male";16;"Grade 11";"False";65537
"S17761";"Female";15;"Grade 10";"False";65539
"S17762";"Male";16;"Grade 11";"False";65536
"S17763";"Male";16;"Grade 11";"False";65536
"S17764";"Female";16;"Grade 11";"False";65536
"S17765";"Male";15;"Grade 10";"False";65537
"S17766";"Male";16;"Grade 11";"True";65536
"S17767";"Male";15;"Grade 10";"False";65537
"S17768";"Male";15;"Grade 10";"False";65537
"S17769";"Male";16;"Grade 11";"True";65536
"S17770";"Male";16;"Grade 11";"True";65538
"S17771";"Male";15;"Grade 10";"True";65537
"S17772";"Female";17;"Grade 12";"False";65539
"S17773";"Male";17;"Grade 12";"False";65540
"S17774";"Female";16;"Grade 11";"False";65538
"S17775";"Male";16;"Grade 11";"False";65539
"S17776";"Female";15;"Grade 10";"False";65536
"S17777";"Male";18;"Grade 12";"False";65539
"S17778";"Female";16;"Grade 11";"False";65540
"S17779";"Female";17;"Grade 12";"False";65539
"S17780";"Female";17;"Grade 12";"False";65536
"S17781";"Female";16;"Grade 11";"False";65536
"S17782";"Female";17;"Grade 12";"False";65536
"S17783";"Male";15;"Grade 10";"False";65536
"S17784";"Female";16;"Grade 11";"False";65538
"S17785";"Male";17;"Grade 12";"False";65536
"S17786";"Male";15;"Grade 10";"True";65537
"S17787";"Male";17;"Grade 12";"True";65540
"S17788";"Female";17;"Grade 11";"False";65538
"S17789";"Male";15;"Grade 10";"False";65538
"S17790";"Female";15;"Grade 10";"False";65538
"S17791";"Male";17;"Grade 12";"False";65536
"S17792";"Female";16;"Grade 11";"False";65539
"S17793";"Male";15;"Grade 10";"False";65537
"S17794";"Male";17;"Grade 12";"False";65540
"S17795";"Male";16;"Grade 11";"False";65537
"S17796";"Male";16;"Grade 11";"False";65539
"S17797";"Female";16;"Grade 11";"False";65537
"S17798";"Male";15;"Grade 10";"False";65536
"S17799";"Male";16;"Grade 11";"False";65538
"S17800";"Male";16;"Grade 11";"False";65539
"S17801";"Female";17;"Grade 12";"True";65538
"S17802";"Male";16;"Grade 11";"False";65540
"S17803";"Male";15;"Grade 11";"False";65538
"S17804";"Female";17;"Grade 12";"False";65536
"S17805";"Male";16;"Grade 11";"False";65537
"S17806";"Male";16;"Grade 11";"False";65537
"S17807";"Male";15;"Grade 10";"False";65536
"S17808";"Male";16;"Grade 11";"False";65537
"S17809";"Female";15;"Grade 10";"False";65539
"S17810";"Female";15;"Grade 10";"False";65539
"S17811";"Male";17;"Grade 12";"False";65536
"S17812";"Female";17;"Grade 12";"False";65536
"S17813";"Female";17;"Grade 12";"False";65537
"S17814";"Male";16;"Grade 11";"True";65536
"S17815";"Male";18;"Grade 12";"True";65536
"S17816";"Female";16;"Grade 11";"True";65536
"S17817";"Male";16;"Grade 11";"False";65538
"S17818";"Female";16;"Grade 11";"False";65539
"S17819";"Male";16;"Grade 10";"False";65539
"S17820";"Male";17;"Grade 12";"False";65536
"S17821";"Female";16;"Grade 11";"True";65539
"S17822";"Male";16;"Grade 11";"False";65536
"S17823";"Female";16;"Grade 11";"False";65539
"S17824";"Male";16;"Grade 11";"False";65537
"S17825";"Male";16;"Grade 11";"True";65537
"S17826";"Male";16;"Grade 11";"False";65536
"S17827";"Female";15;"Grade 10";"False";65539
"S17828";"Male";15;"Grade 10";"False";65537
"S17829";"Male";16;"Grade 11";"False";65537
"S17830";"Female";16;"Grade 11";"False";65540
"S17831";"Male";15;"Grade 10";"False";65537
"S17832";"Male";15;"Grade 11";"False";65536
"S17833";"Male";16;"Grade 11";"True";65537
"S17834";"Male";15;"Grade 11";"False";65539
"S17835";"Male";16;"Grade 11";"False";65536
"S17836";"Female";16;"Grade 11";"True";65536
"S17837";"Male";16;"Grade 11";"False";65539
"S17838";"Male";16;"Grade 11";"False";65536
"S17839";"Male";16;"Grade 10";"False";65537
"S17840";"Male";16;"Grade 11";"False";65538
"S17841";"Male";16;"Grade 11";"False";65537
"S17842";"Male";17;"Grade 12";"False";65538
"S17843";"Male";17;"Grade 12";"False";65538
"S17844";"Female";15;"Grade 10";"True";65537
"S17845";"Male";16;"Grade 11";"False";65537
"S17846";"Female";17;"Grade 12";"False";65539
"S17847";"Male";15;"Grade 10";"False";65538
"S17848";"Female";15;"Grade 11";"True";65536
"S17849";"Female";15;"Grade 10";"False";65537
"S17850";"Male";15;"Grade 10";"False";65536
"S17851";"Male";15;"Grade 11";"False";65537
"S17852";"Female";16;"Grade 11";"False";65539
"S17853";"Male";16;"Grade 11";"False";65538
"S17854";"Female";15;"Grade 10";"False";65536
"S17855";"Male";16;"Grade 11";"False";65539
"S17856";"Female";16;"Grade 11";"False";65538
"S17857";"Male";16;"Grade 12";"False";65540
"S17858";"Male";16;"Grade 11";"False";65536
"S17859";"Female";17;"Grade 12";"False";65539
"S17860";"Female";16;"Grade 11";"False";65536
"S17861";"Male";16;"Grade 11";"False";65538
"S17862";"Female";15;"Grade 10";"False";65538
"S17863";"Male";16;"Grade 11";"False";65536
"S17864";"Female";17;"Grade 12";"False";65539
"S17865";"Male";16;"Grade 11";"True";65537
"S17866";"Female";15;"Grade 10";"True";65536
"S17867";"Male";17;"Grade 12";"True";65537
"S17868";"Male";16;"Grade 11";"True";65540
"S17869";"Female";15;"Grade 10";"False";65538
"S17870";"Male";16;"Grade 11";"False";65538
"S17871";"Female";15;"Grade 11";"False";65539
"S17872";"Female";16;"Grade 11";"True";65536
"S17873";"Male";15;"Grade 10";"False";65536
"S17874";"Male";17;"Grade 12";"True";65536
"S17875";"Male";16;"Grade 11";"True";65540
"S17876";"Female";17;"Grade 11";"True";65536
"S17877";"Female";15;"Grade 10";"False";65539
"S17878";"Male";18;"Grade 12";"False";65538
"S17879";"Male";15;"Grade 10";"False";65536
"S17880";"Male";16;"Grade 11";"True";65538
"S17881";"Male";17;"Grade 11";"False";65536
"S17882";"Male";15;"Grade 10";"False";65539
"S17883";"Male";17;"Grade 12";"False";65537
"S17884";"Male";16;"Grade 11";"False";65536
"S17885";"Male";15;"Grade 10";"False";65540
"S17886";"Female";16;"Grade 11";"False";65539
"S17887";"Male";16;"Grade 11";"False";65536
"S17888";"Male";18;"Grade 12";"False";65538
"S17889";"Female";16;"Grade 11";"False";65538
"S17890";"Female";15;"Grade 10";"False";65536
"S17891";"Male";16;"Grade 11";"False";65540
"S17892";"Male";16;"Grade 10";"False";65536
"S17893";"Female";16;"Grade 11";"False";65538
"S17894";"Male";15;"Grade 10";"True";65540
"S17895";"Female";17;"Grade 12";"False";65538
"S17896";"Male";16;"Grade 11";"True";65536
"S17897";"Male";17;"Grade 12";"False";65539
"S17898";"Male";17;"Grade 12";"True";65538
"S17899";"Male";17;"Grade 12";"False";65539
"S17900";"Male";17;"Grade 12";"False";65537
"S17901";"Male";18;"Grade 12";"False";65540
"S17902";"Male";17;"Grade 12";"False";65538
"S17903";"Female";17;"Grade 12";"False";65539
"S17904";"Male";15;"Grade 10";"False";65538
"S17905";"Female";17;"Grade 12";"False";65536
"S17906";"Male";16;"Grade 11";"False";65539
"S17907";"Male";17;"Grade 12";"False";65536
"S17908";"Male";16;"Grade 11";"False";65539
"S17909";"Male";16;"Grade 11";"False";65539
"S17910";"Female";17;"Grade 12";"False";65537
"S17911";"Female";17;"Grade 12";"False";65536
"S17912";"Male";16;"Grade 11";"False";65536
"S17913";"Male";15;"Grade 10";"False";65540
"S17914";"Male";15;"Grade 10";"False";65537
"S17915";"Male";15;"Grade 10";"False";65539
"S17916";"Male";17;"Grade 12";"False";65540
"S17917";"Male";18;"Grade 12";"False";65539
"S17918";"Male";16;"Grade 11";"False";65537
"S17919";"Female";15;"Grade 11";"False";65537
"S17920";"Male";15;"Grade 10";"False";65540
"S17921";"Male";15;"Grade 10";"False";65540
"S17922";"Male";15;"Grade 11";"False";65538
"S17923";"Male";15;"Grade 10";"False";65538
"S17924";"Male";17;"Grade 12";"False";65538
"S17925";"Female";16;"Grade 11";"False";65538
"S17926";"Male";16;"Grade 11";"True";65536
"S17927";"Female";15;"Grade 10";"False";65536
"S17928";"Female";15;"Grade 10";"False";65538
"S17929";"Male";18;"Grade 12";"False";65538
"S17930";"Male";16;"Grade 11";"False";65536
"S17931";"Male";15;"Grade 10";"False";65539
"S17932";"Female";17;"Grade 12";"False";65539
"S17933";"Male";16;"Grade 11";"False";65539
"S17934";"Female";15;"Grade 10";"False";65538
"S17935";"Female";17;"Grade 12";"False";65538
"S17936";"Female";16;"Grade 11";"True";65540
"S17937";"Male";17;"Grade 12";"False";65536
"S17938";"Male";15;"Grade 10";"True";65540
"S17939";"Male";16;"Grade 11";"False";65539
"S17940";"Female";16;"Grade 11";"False";65538
"S17941";"Female";16;"Grade 11";"False";65536
"S17942";"Female";15;"Grade 10";"False";65538
"S17943";"Female";18;"Grade 12";"False";65538
"S17944";"Male";16;"Grade 11";"False";65539
"S17945";"Female";16;"Grade 11";"False";65537
"S17946";"Male";17;"Grade 12";"False";65536
"S17947";"Male";17;"Grade 12";"False";65537
"S17948";"Male";15;"Grade 10";"False";65539
"S17949";"Female";16;"Grade 11";"True";65538
"S17950";"Male";16;"Grade 11";"False";65538
"S17951";"Male";16;"Grade 11";"False";65538
"S17952";"Male";16;"Grade 11";"False";65538
"S17953";"Male";16;"Grade 11";"True";65537
"S17954";"Male";17;"Grade 12";"False";65538
"S17955";"Male";17;"Grade 12";"True";65536
"S17956";"Male";16;"Grade 11";"False";65538
"S17957";"Female";17;"Grade 12";"True";65537
"S17958";"Female";15;"Grade 10";"True";65536
"S17959";"Female";17;"Grade 11";"False";65536
"S17960";"Female";17;"Grade 12";"False";65538
"S17961";"Male";15;"Grade 10";"False";65536
"S17962";"Male";16;"Grade 11";"False";65538
"S17963";"Male";17;"Grade 11";"False";65538
"S17964";"Male";16;"Grade 11";"False";65538
"S17965";"Female";17;"Grade 12";"False";65540
"S17966";"Male";15;"Grade 10";"False";65538
"S17967";"Male";15;"Grade 10";"False";65536
"S17968";"Male";15;"Grade 10";"False";65537
"S17969";"Male";17;"Grade 12";"False";65539
"S17970";"Female";16;"Grade 11";"False";65538
"S17971";"Female";16;"Grade 11";"False";65536
"S17972";"Male";17;"Grade 12";"False";65536
"S17973";"Male";16;"Grade 11";"False";65536
"S17974";"Female";17;"Grade 12";"True";65538
"S17975";"Male";16;"Grade 11";"False";65538
"S17976";"Male";16;"Grade 11";"False";65537
"S17977";"Female";17;"Grade 12";"True";65538
"S17978";"Male";15;"Grade 10";"False";65540
"S17979";"Male";17;"Grade 12";"False";65538
"S17980";"Female";16;"Grade 11";"False";65537
"S17981";"Male";17;"Grade 12";"False";65537
"S17982";"Male";17;"Grade 12";"False";65536
"S17983";"Female";17;"Grade 12";"False";65537
"S17984";"Male";17;"Grade 12";"False";65540
"S17985";"Male";15;"Grade 10";"True";65538
"S17986";"Male";16;"Grade 11";"False";65536
"S17987";"Male";15;"Grade 10";"True";65538
"S17988";"Male";15;"Grade 10";"False";65536
"S17989";"Female";15;"Grade 10";"False";65536
"S17990";"Male";17;"Grade 12";"False";65536
"S17991";"Male";16;"Grade 11";"False";65538
"S17992";"Male";17;"Grade 12";"True";65536
"S17993";"Female";16;"Grade 11";"True";65536
"S17994";"Male";16;"Grade 11";"False";65539
"S17995";"Male";15;"Grade 10";"True";65538
"S17996";"Male";16;"Grade 11";"False";65539
"S17997";"Female";17;"Grade 12";"False";65536
"S17998";"Male";16;"Grade 11";"False";65536
"S17999";"Male";15;"Grade 10";"True";65536
"S18000";"Female";15;"Grade 10";"False";65536
"S18001";"Female";15;"Grade 11";"False";65538
"S18002";"Female";15;"Grade 10";"False";65537
"S18003";"Male";16;"Grade 11";"False";65539
"S18004";"Male";16;"Grade 11";"False";65538
"S18005";"Male";16;"Grade 11";"False";65537
"S18006";"Female";17;"Grade 12";"False";65540
"S18007";"Male";16;"Grade 11";"False";65536
"S18008";"Male";16;"Grade 11";"False";65536
"S18009";"Male";17;"Grade 12";"False";65540
"S18010";"Male";17;"Grade 12";"False";65537
"S18011";"Male";15;"Grade 10";"True";65536
"S18012";"Male";15;"Grade 10";"False";65536
"S18013";"Male";16;"Grade 11";"True";65539
"S18014";"Female";17;"Grade 12";"True";65536
"S18015";"Female";15;"Grade 10";"True";65536
"S18016";"Male";18;"Grade 12";"False";65539
"S18017";"Male";15;"Grade 10";"False";65539
"S18018";"Male";16;"Grade 11";"True";65538
"S18019";"Female";17;"Grade 12";"False";65537
"S18020";"Male";15;"Grade 10";"False";65538
"S18021";"Female";16;"Grade 11";"False";65540
"S18022";"Male";16;"Grade 11";"True";65538
"S18023";"Male";16;"Grade 11";"False";65538
"S18024";"Female";16;"Grade 11";"True";65537
"S18025";"Female";17;"Grade 12";"False";65536
"S18026";"Female";15;"Grade 10";"True";65537
"S18027";"Male";16;"Grade 11";"True";65538
"S18028";"Male";17;"Grade 12";"False";65537
"S18029";"Female";16;"Grade 11";"False";65540
"S18030";"Male";16;"Grade 11";"False";65536
"S18031";"Female";15;"Grade 10";"False";65537
"S18032";"Male";16;"Grade 11";"False";65538
"S18033";"Male";17;"Grade 12";"True";65537
"S18034";"Female";17;"Grade 12";"False";65537
"S18035";"Male";16;"Grade 11";"True";65537
"S18036";"Male";16;"Grade 11";"False";65537
"S18037";"Male";16;"Grade 11";"False";65536
"S18038";"Female";15;"Grade 11";"True";65536
"S18039";"Male";16;"Grade 11";"False";65536
"S18040";"Female";16;"Grade 11";"False";65537
"S18041";"Male";17;"Grade 12";"False";65537
"S18042";"Female";16;"Grade 11";"False";65539
"S18043";"Male";17;"Grade 11";"False";65537
"S18044";"Male";15;"Grade 10";"False";65538
"S18045";"Male";16;"Grade 11";"False";65540
"S18046";"Male";16;"Grade 11";"False";65538
"S18047";"Male";16;"Grade 11";"False";65539
"S18048";"Male";16;"Grade 11";"False";65539
"S18049";"Male";16;"Grade 11";"True";65537
"S18050";"Male";15;"Grade 10";"True";65537
"S18051";"Female";16;"Grade 11";"False";65536
"S18052";"Male";17;"Grade 12";"False";65540
"S18053";"Female";16;"Grade 11";"False";65539
"S18054";"Male";17;"Grade 12";"False";65536
"S18055";"Male";16;"Grade 11";"False";65538
"S18056";"Male";16;"Grade 11";"False";65536
"S18057";"Male";15;"Grade 10";"False";65536
"S18058";"Male";14;"Grade 10";"True";65537
"S18059";"Male";17;"Grade 12";"False";65536
"S18060";"Female";16;"Grade 11";"False";65540
"S18061";"Male";17;"Grade 12";"False";65538
"S18062";"Male";15;"Grade 10";"True";65538
"S18063";"Female";15;"Grade 10";"False";65537
"S18064";"Male";17;"Grade 12";"False";65538
"S18065";"Female";15;"Grade 10";"False";65538
"S18066";"Male";17;"Grade 12";"False";65536
"S18067";"Female";17;"Grade 12";"False";65538
"S18068";"Male";17;"Grade 12";"False";65538
"S18069";"Male";16;"Grade 11";"True";65539
"S18070";"Male";16;"Grade 11";"False";65538
"S18071";"Male";17;"Grade 12";"False";65537
"S18072";"Male";17;"Grade 12";"False";65536
"S18073";"Male";16;"Grade 11";"False";65536
"S18074";"Male";16;"Grade 11";"False";65537
"S18075";"Male";17;"Grade 12";"True";65540
"S18076";"Male";15;"Grade 10";"False";65538
"S18077";"Male";15;"Grade 10";"False";65538
"S18078";"Female";17;"Grade 12";"False";65536
"S18079";"Female";16;"Grade 11";"False";65539
"S18080";"Male";17;"Grade 12";"False";65538
"S18081";"Male";16;"Grade 11";"True";65540
"S18082";"Male";15;"Grade 10";"False";65539
"S18083";"Male";16;"Grade 11";"True";65536
"S18084";"Male";17;"Grade 12";"False";65537
"S18085";"Female";16;"Grade 11";"False";65536
"S18086";"Male";16;"Grade 11";"False";65536
"S18087";"Male";17;"Grade 12";"False";65538
"S18088";"Female";17;"Grade 12";"False";65538
"S18089";"Male";15;"Grade 10";"False";65538
"S18090";"Male";17;"Grade 12";"False";65537
"S18091";"Female";16;"Grade 11";"True";65537
"S18092";"Female";16;"Grade 11";"False";65537
"S18093";"Male";16;"Grade 11";"True";65536
"S18094";"Male";17;"Grade 11";"False";65537
"S18095";"Male";16;"Grade 11";"False";65536
"S18096";"Female";17;"Grade 12";"False";65539
"S18097";"Female";15;"Grade 10";"False";65536
"S18098";"Male";17;"Grade 12";"True";65538
"S18099";"Male";15;"Grade 10";"True";65536
"S18100";"Male";15;"Grade 10";"False";65537
"S18101";"Male";17;"Grade 12";"True";65539
"S18102";"Male";17;"Grade 12";"False";65536
"S18103";"Male";15;"Grade 10";"False";65538
"S18104";"Male";16;"Grade 11";"False";65538
"S18105";"Female";17;"Grade 11";"False";65536
"S18106";"Male";17;"Grade 12";"False";65536
"S18107";"Female";16;"Grade 11";"True";65536
"S18108";"Female";17;"Grade 12";"False";65536
"S18109";"Male";17;"Grade 12";"False";65540
"S18110";"Male";17;"Grade 12";"False";65536
"S18111";"Male";16;"Grade 11";"False";65537
"S18112";"Male";17;"Grade 12";"False";65538
"S18113";"Male";16;"Grade 11";"False";65537
"S18114";"Male";16;"Grade 11";"False";65537
"S18115";"Male";15;"Grade 10";"False";65538
"S18116";"Male";16;"Grade 11";"True";65539
"S18117";"Female";15;"Grade 10";"False";65539
"S18118";"Male";16;"Grade 11";"True";65536
"S18119";"Male";16;"Grade 11";"False";65537
"S18120";"Male";16;"Grade 11";"True";65536
"S18121";"Male";15;"Grade 11";"False";65536
"S18122";"Male";17;"Grade 12";"True";65538
"S18123";"Male";17;"Grade 12";"False";65537
"S18124";"Male";16;"Grade 11";"False";65536
"S18125";"Male";15;"Grade 10";"False";65538
"S18126";"Female";16;"Grade 11";"False";65537
"S18127";"Female";16;"Grade 11";"False";65539
"S18128";"Male";17;"Grade 12";"False";65539
"S18129";"Female";17;"Grade 12";"False";65539
"S18130";"Male";15;"Grade 11";"True";65539
"S18131";"Male";15;"Grade 10";"False";65537
"S18132";"Male";16;"Grade 11";"False";65538
"S18133";"Male";17;"Grade 12";"False";65536
"S18134";"Male";16;"Grade 11";"False";65538
"S18135";"Female";16;"Grade 11";"False";65540
"S18136";"Male";17;"Grade 12";"False";65538
"S18137";"Male";17;"Grade 12";"False";65538
"S18138";"Female";16;"Grade 11";"False";65536
"S18139";"Male";17;"Grade 12";"True";65537
"S18140";"Male";18;"Grade 12";"False";65539
"S18141";"Male";16;"Grade 11";"True";65538
"S18142";"Female";15;"Grade 10";"False";65536
"S18143";"Female";15;"Grade 10";"False";65536
"S18144";"Male";17;"Grade 12";"False";65539
"S18145";"Male";16;"Grade 11";"False";65536
"S18146";"Male";16;"Grade 11";"False";65536
"S18147";"Female";17;"Grade 12";"True";65539
"S18148";"Male";16;"Grade 11";"False";65539
"S18149";"Male";16;"Grade 11";"False";65539
"S18150";"Male";16;"Grade 11";"False";65538
"S18151";"Male";17;"Grade 12";"False";65538
"S18152";"Female";16;"Grade 11";"True";65538
"S18153";"Male";16;"Grade 11";"False";65539
"S18154";"Male";17;"Grade 12";"False";65540
"S18155";"Female";16;"Grade 11";"False";65536
"S18156";"Male";15;"Grade 10";"False";65536
"S18157";"Female";15;"Grade 10";"False";65538
"S18158";"Male";15;"Grade 11";"False";65537
"S18159";"Female";17;"Grade 12";"False";65538
"S18160";"Female";16;"Grade 11";"False";65540
"S18161";"Male";17;"Grade 12";"False";65539
"S18162";"Male";16;"Grade 11";"False";65538
"S18163";"Female";16;"Grade 11";"True";65537
"S18164";"Male";16;"Grade 11";"False";65538
"S18165";"Male";15;"Grade 10";"False";65537
"S18166";"Male";16;"Grade 10";"False";65537
"S18167";"Male";16;"Grade 12";"False";65538
"S18168";"Male";16;"Grade 11";"False";65538
"S18169";"Male";15;"Grade 10";"False";65538
"S18170";"Male";15;"Grade 10";"False";65536
"S18171";"Male";17;"Grade 12";"False";65540
"S18172";"Male";17;"Grade 12";"False";65537
"S18173";"Male";16;"Grade 11";"False";65537
"S18174";"Male";17;"Grade 11";"True";65537
"S18175";"Male";16;"Grade 11";"True";65539
"S18176";"Female";16;"Grade 11";"True";65536
"S18177";"Male";15;"Grade 10";"False";65538
"S18178";"Male";15;"Grade 10";"False";65538
"S18179";"Male";15;"Grade 10";"False";65539
"S18180";"Female";16;"Grade 11";"False";65539
"S18181";"Male";17;"Grade 12";"False";65540
"S18182";"Female";16;"Grade 11";"False";65537
"S18183";"Female";16;"Grade 11";"False";65540
"S18184";"Male";16;"Grade 11";"False";65540
"S18185";"Female";16;"Grade 11";"False";65538
"S18186";"Male";17;"Grade 12";"False";65538
"S18187";"Female";17;"Grade 12";"False";65540
"S18188";"Male";16;"Grade 11";"False";65537
"S18189";"Male";17;"Grade 12";"True";65537
"S18190";"Male";17;"Grade 12";"False";65536
"S18191";"Male";17;"Grade 12";"False";65539
"S18192";"Female";15;"Grade 10";"True";65537
"S18193";"Female";15;"Grade 10";"True";65539
"S18194";"Female";16;"Grade 10";"False";65540
"S18195";"Female";15;"Grade 10";"True";65537
"S18196";"Female";17;"Grade 12";"True";65537
"S18197";"Male";16;"Grade 11";"False";65539
"S18198";"Female";15;"Grade 10";"False";65537
"S18199";"Female";16;"Grade 11";"False";65538
"S18200";"Male";16;"Grade 11";"False";65536
"S18201";"Female";17;"Grade 12";"False";65538
"S18202";"Male";15;"Grade 10";"False";65536
"S18203";"Female";15;"Grade 10";"False";65539
"S18204";"Male";15;"Grade 10";"False";65539
"S18205";"Female";16;"Grade 11";"True";65537
"S18206";"Male";15;"Grade 10";"False";65539
"S18207";"Female";17;"Grade 12";"True";65538
"S18208";"Male";15;"Grade 10";"False";65536
"S18209";"Female";15;"Grade 10";"False";65537
"S18210";"Female";17;"Grade 12";"False";65537
"S18211";"Male";16;"Grade 11";"True";65539
"S18212";"Male";16;"Grade 11";"False";65536
"S18213";"Male";15;"Grade 10";"True";65537
"S18214";"Female";16;"Grade 11";"False";65540
"S18215";"Male";15;"Grade 10";"True";65536
"S18216";"Male";15;"Grade 10";"True";65538
"S18217";"Female";16;"Grade 11";"True";65540
"S18218";"Female";17;"Grade 12";"False";65538
"S18219";"Female";16;"Grade 11";"False";65536
"S18220";"Female";16;"Grade 11";"False";65538
"S18221";"Male";16;"Grade 11";"False";65537
"S18222";"Female";17;"Grade 12";"True";65540
"S18223";"Male";17;"Grade 12";"False";65540
"S18224";"Male";16;"Grade 11";"False";65538
"S18225";"Female";16;"Grade 11";"False";65538
"S18226";"Male";17;"Grade 12";"True";65537
"S18227";"Female";16;"Grade 11";"False";65536
"S18228";"Male";17;"Grade 12";"False";65539
"S18229";"Male";16;"Grade 11";"False";65538
"S18230";"Male";17;"Grade 12";"False";65540
"S18231";"Female";16;"Grade 11";"False";65537
"S18232";"Female";15;"Grade 11";"True";65537
"S18233";"Female";16;"Grade 11";"True";65536
"S18234";"Male";16;"Grade 10";"False";65537
"S18235";"Female";17;"Grade 12";"False";65536
"S18236";"Female";16;"Grade 11";"False";65537
"S18237";"Female";16;"Grade 11";"False";65537
"S18238";"Female";16;"Grade 11";"False";65536
"S18239";"Female";16;"Grade 11";"False";65538
"S18240";"Male";15;"Grade 10";"False";65537
"S18241";"Female";16;"Grade 11";"False";65540
"S18242";"Female";16;"Grade 11";"False";65538
"S18243";"Male";16;"Grade 11";"False";65538
"S18244";"Male";15;"Grade 10";"False";65537
"S18245";"Female";15;"Grade 10";"False";65537
"S18246";"Male";15;"Grade 10";"False";65540
"S18247";"Male";17;"Grade 12";"False";65536
"S18248";"Female";17;"Grade 12";"False";65536
"S18249";"Female";15;"Grade 10";"False";65537
"S18250";"Female";15;"Grade 10";"True";65536
"S18251";"Female";15;"Grade 10";"False";65537
"S18252";"Male";17;"Grade 11";"False";65538
"S18253";"Male";17;"Grade 12";"False";65536
"S18254";"Male";17;"Grade 12";"False";65538
"S18255";"Female";17;"Grade 12";"False";65536
"S18256";"Female";17;"Grade 12";"False";65536
"S18257";"Male";16;"Grade 11";"True";65538
"S18258";"Male";16;"Grade 11";"False";65538
"S18259";"Male";15;"Grade 10";"True";65538
