"ParentID";"StudentID";"ParentEducationLevel"
55342;"S15342";"Doctorate"
55343;"S15343";"Bachelor"
55344;"S15344";"Doctorate"
55345;"S15345";"Master"
55346;"S15346";"Master"
55347;"S15347";"Associate"
55348;"S15348";"Bachelor"
55349;"S15349";"Associate"
55350;"S15350";"High School"
55351;"S15351";"Bachelor"
55352;"S15352";"Doctorate"
55353;"S15353";"Bachelor"
55354;"S15354";"Bachelor"
55355;"S15355";"High School"
55356;"S15356";"Bachelor"
55357;"S15357";"High School"
55358;"S15358";"Associate"
55359;"S15359";"Master"
55360;"S15360";"Master"
55361;"S15361";"Bachelor"
55362;"S15362";"Bachelor"
55363;"S15363";"Bachelor"
55364;"S15364";"Bachelor"
55365;"S15365";"Bachelor"
55366;"S15366";"High School"
55367;"S15367";"High School"
55368;"S15368";"Master"
55369;"S15369";"Master"
55370;"S15370";"Master"
55371;"S15371";"Doctorate"
55372;"S15372";"Associate"
55373;"S15373";"Doctorate"
55374;"S15374";"Bachelor"
55375;"S15375";"Master"
55376;"S15376";"Bachelor"
55377;"S15377";"Master"
55378;"S15378";"Doctorate"
55379;"S15379";"Bachelor"
55380;"S15380";"Associate"
55381;"S15381";"Associate"
55382;"S15382";"High School"
55383;"S15383";"Bachelor"
55384;"S15384";"Associate"
55385;"S15385";"Associate"
55386;"S15386";"Master"
55387;"S15387";"Master"
55388;"S15388";"High School"
55389;"S15389";"High School"
55390;"S15390";"High School"
55391;"S15391";"Associate"
55392;"S15392";"Bachelor"
55393;"S15393";"High School"
55394;"S15394";"Bachelor"
55395;"S15395";"Associate"
55396;"S15396";"Bachelor"
55397;"S15397";"Bachelor"
55398;"S15398";"Master"
55399;"S15399";"Doctorate"
55400;"S15400";"Master"
55401;"S15401";"Master"
55402;"S15402";"Doctorate"
55403;"S15403";"Doctorate"
55404;"S15404";"Master"
55405;"S15405";"Doctorate"
55406;"S15406";"Associate"
55407;"S15407";"Master"
55408;"S15408";"Master"
55409;"S15409";"Bachelor"
55410;"S15410";"Doctorate"
55411;"S15411";"Master"
55412;"S15412";"High School"
55413;"S15413";"High School"
55414;"S15414";"Associate"
55415;"S15415";"Bachelor"
55416;"S15416";"Bachelor"
55417;"S15417";"Bachelor"
55418;"S15418";"Master"
55419;"S15419";"Bachelor"
55420;"S15420";"Associate"
55421;"S15421";"High School"
55422;"S15422";"High School"
55423;"S15423";"Bachelor"
55424;"S15424";"Associate"
55425;"S15425";"Associate"
55426;"S15426";"Master"
55427;"S15427";"High School"
55428;"S15428";"High School"
55429;"S15429";"Associate"
55430;"S15430";"Bachelor"
55431;"S15431";"Associate"
55432;"S15432";"Associate"
55433;"S15433";"Bachelor"
55434;"S15434";"Master"
55435;"S15435";"Bachelor"
55436;"S15436";"Bachelor"
55437;"S15437";"Associate"
55438;"S15438";"Master"
55439;"S15439";"High School"
55440;"S15440";"Associate"
55441;"S15441";"Master"
55442;"S15442";"Associate"
55443;"S15443";"Bachelor"
55444;"S15444";"Bachelor"
55445;"S15445";"Bachelor"
55446;"S15446";"High School"
55447;"S15447";"Bachelor"
55448;"S15448";"Doctorate"
55449;"S15449";"High School"
55450;"S15450";"Bachelor"
55451;"S15451";"Doctorate"
55452;"S15452";"Master"
55453;"S15453";"Doctorate"
55454;"S15454";"High School"
55455;"S15455";"Bachelor"
55456;"S15456";"Associate"
55457;"S15457";"Doctorate"
55458;"S15458";"High School"
55459;"S15459";"Bachelor"
55460;"S15460";"Bachelor"
55461;"S15461";"High School"
55462;"S15462";"Bachelor"
55463;"S15463";"Associate"
55464;"S15464";"Associate"
55465;"S15465";"Doctorate"
55466;"S15466";"Bachelor"
55467;"S15467";"Doctorate"
55468;"S15468";"Master"
55469;"S15469";"Bachelor"
55470;"S15470";"High School"
55471;"S15471";"High School"
55472;"S15472";"Master"
55473;"S15473";"Associate"
55474;"S15474";"High School"
55475;"S15475";"Bachelor"
55476;"S15476";"Master"
55477;"S15477";"Master"
55478;"S15478";"Bachelor"
55479;"S15479";"Bachelor"
55480;"S15480";"Master"
55481;"S15481";"Master"
55482;"S15482";"Bachelor"
55483;"S15483";"Bachelor"
55484;"S15484";"Bachelor"
55485;"S15485";"Bachelor"
55486;"S15486";"High School"
55487;"S15487";"Bachelor"
55488;"S15488";"High School"
55489;"S15489";"High School"
55490;"S15490";"Associate"
55491;"S15491";"Doctorate"
55492;"S15492";"Associate"
55493;"S15493";"High School"
55494;"S15494";"Bachelor"
55495;"S15495";"Associate"
55496;"S15496";"Master"
55497;"S15497";"Associate"
55498;"S15498";"Bachelor"
55499;"S15499";"Doctorate"
55500;"S15500";"Associate"
55501;"S15501";"Bachelor"
55502;"S15502";"Bachelor"
55503;"S15503";"Associate"
55504;"S15504";"High School"
55505;"S15505";"Doctorate"
55506;"S15506";"Bachelor"
55507;"S15507";"Associate"
55508;"S15508";"Bachelor"
55509;"S15509";"High School"
55510;"S15510";"Master"
55511;"S15511";"Doctorate"
55512;"S15512";"Master"
55513;"S15513";"Doctorate"
55514;"S15514";"High School"
55515;"S15515";"Associate"
55516;"S15516";"High School"
55517;"S15517";"Doctorate"
55518;"S15518";"Master"
55519;"S15519";"Master"
55520;"S15520";"Doctorate"
55521;"S15521";"Associate"
55522;"S15522";"Master"
55523;"S15523";"Associate"
55524;"S15524";"High School"
55525;"S15525";"Bachelor"
55526;"S15526";"Master"
55527;"S15527";"Master"
55528;"S15528";"High School"
55529;"S15529";"High School"
55530;"S15530";"Master"
55531;"S15531";"Master"
55532;"S15532";"Associate"
55533;"S15533";"Master"
55534;"S15534";"Doctorate"
55535;"S15535";"Doctorate"
55536;"S15536";"Associate"
55537;"S15537";"Associate"
55538;"S15538";"High School"
55539;"S15539";"High School"
55540;"S15540";"Doctorate"
55541;"S15541";"Doctorate"
55542;"S15542";"High School"
55543;"S15543";"Associate"
55544;"S15544";"Bachelor"
55545;"S15545";"Bachelor"
55546;"S15546";"Bachelor"
55547;"S15547";"Doctorate"
55548;"S15548";"Bachelor"
55549;"S15549";"Bachelor"
55550;"S15550";"Associate"
55551;"S15551";"Bachelor"
55552;"S15552";"Doctorate"
55553;"S15553";"Associate"
55554;"S15554";"Associate"
55555;"S15555";"Bachelor"
55556;"S15556";"Master"
55557;"S15557";"Associate"
55558;"S15558";"High School"
55559;"S15559";"Master"
55560;"S15560";"Doctorate"
55561;"S15561";"Doctorate"
55562;"S15562";"Associate"
55563;"S15563";"Master"
55564;"S15564";"Master"
55565;"S15565";"Associate"
55566;"S15566";"Doctorate"
55567;"S15567";"High School"
55568;"S15568";"Master"
55569;"S15569";"Master"
55570;"S15570";"Doctorate"
55571;"S15571";"Bachelor"
55572;"S15572";"Bachelor"
55573;"S15573";"Master"
55574;"S15574";"Bachelor"
55575;"S15575";"Associate"
55576;"S15576";"Associate"
55577;"S15577";"Associate"
55578;"S15578";"Doctorate"
55579;"S15579";"Master"
55580;"S15580";"Master"
55581;"S15581";"Master"
55582;"S15582";"Master"
55583;"S15583";"Bachelor"
55584;"S15584";"High School"
55585;"S15585";"Bachelor"
55586;"S15586";"High School"
55587;"S15587";"Master"
55588;"S15588";"Bachelor"
55589;"S15589";"Master"
55590;"S15590";"Doctorate"
55591;"S15591";"Doctorate"
55592;"S15592";"Associate"
55593;"S15593";"Doctorate"
55594;"S15594";"Associate"
55595;"S15595";"High School"
55596;"S15596";"Bachelor"
55597;"S15597";"Master"
55598;"S15598";"Doctorate"
55599;"S15599";"Doctorate"
55600;"S15600";"High School"
55601;"S15601";"High School"
55602;"S15602";"Doctorate"
55603;"S15603";"Bachelor"
55604;"S15604";"Doctorate"
55605;"S15605";"Master"
55606;"S15606";"Doctorate"
55607;"S15607";"Bachelor"
55608;"S15608";"Associate"
55609;"S15609";"Doctorate"
55610;"S15610";"Associate"
55611;"S15611";"Bachelor"
55612;"S15612";"High School"
55613;"S15613";"Bachelor"
55614;"S15614";"Associate"
55615;"S15615";"Bachelor"
55616;"S15616";"Bachelor"
55617;"S15617";"High School"
55618;"S15618";"High School"
55619;"S15619";"Doctorate"
55620;"S15620";"Associate"
55621;"S15621";"Doctorate"
55622;"S15622";"Bachelor"
55623;"S15623";"High School"
55624;"S15624";"Bachelor"
55625;"S15625";"Doctorate"
55626;"S15626";"Associate"
55627;"S15627";"Bachelor"
55628;"S15628";"Doctorate"
55629;"S15629";"Bachelor"
55630;"S15630";"Bachelor"
55631;"S15631";"Bachelor"
55632;"S15632";"Master"
55633;"S15633";"High School"
55634;"S15634";"Master"
55635;"S15635";"Master"
55636;"S15636";"Doctorate"
55637;"S15637";"Bachelor"
55638;"S15638";"Bachelor"
55639;"S15639";"Master"
55640;"S15640";"Bachelor"
55641;"S15641";"Bachelor"
55642;"S15642";"Associate"
55643;"S15643";"Master"
55644;"S15644";"Doctorate"
55645;"S15645";"Bachelor"
55646;"S15646";"Associate"
55647;"S15647";"Associate"
55648;"S15648";"Doctorate"
55649;"S15649";"Master"
55650;"S15650";"Master"
55651;"S15651";"Associate"
55652;"S15652";"Master"
55653;"S15653";"Master"
55654;"S15654";"Associate"
55655;"S15655";"High School"
55656;"S15656";"Master"
55657;"S15657";"Bachelor"
55658;"S15658";"Master"
55659;"S15659";"Bachelor"
55660;"S15660";"Doctorate"
55661;"S15661";"Doctorate"
55662;"S15662";"High School"
55663;"S15663";"Associate"
55664;"S15664";"High School"
55665;"S15665";"Master"
55666;"S15666";"Associate"
55667;"S15667";"Associate"
55668;"S15668";"Master"
55669;"S15669";"High School"
55670;"S15670";"High School"
55671;"S15671";"High School"
55672;"S15672";"Bachelor"
55673;"S15673";"High School"
55674;"S15674";"Associate"
55675;"S15675";"Bachelor"
55676;"S15676";"High School"
55677;"S15677";"Doctorate"
55678;"S15678";"Bachelor"
55679;"S15679";"Associate"
55680;"S15680";"Master"
55681;"S15681";"Associate"
55682;"S15682";"Bachelor"
55683;"S15683";"Doctorate"
55684;"S15684";"Bachelor"
55685;"S15685";"Master"
55686;"S15686";"Associate"
55687;"S15687";"High School"
55688;"S15688";"Associate"
55689;"S15689";"Bachelor"
55690;"S15690";"High School"
55691;"S15691";"Associate"
55692;"S15692";"Bachelor"
55693;"S15693";"High School"
55694;"S15694";"Doctorate"
55695;"S15695";"Doctorate"
55696;"S15696";"Master"
55697;"S15697";"Bachelor"
55698;"S15698";"Master"
55699;"S15699";"Bachelor"
55700;"S15700";"Associate"
55701;"S15701";"High School"
55702;"S15702";"Bachelor"
55703;"S15703";"Associate"
55704;"S15704";"Associate"
55705;"S15705";"Bachelor"
55706;"S15706";"Doctorate"
55707;"S15707";"Bachelor"
55708;"S15708";"High School"
55709;"S15709";"Bachelor"
55710;"S15710";"Associate"
55711;"S15711";"Master"
55712;"S15712";"Master"
55713;"S15713";"Associate"
55714;"S15714";"Associate"
55715;"S15715";"Bachelor"
55716;"S15716";"Bachelor"
55717;"S15717";"High School"
55718;"S15718";"High School"
55719;"S15719";"Associate"
55720;"S15720";"Doctorate"
55721;"S15721";"Bachelor"
55722;"S15722";"High School"
55723;"S15723";"Associate"
55724;"S15724";"Associate"
55725;"S15725";"Master"
55726;"S15726";"Associate"
55727;"S15727";"Master"
55728;"S15728";"Bachelor"
55729;"S15729";"High School"
55730;"S15730";"High School"
55731;"S15731";"Associate"
55732;"S15732";"Associate"
55733;"S15733";"Doctorate"
55734;"S15734";"Master"
55735;"S15735";"Bachelor"
55736;"S15736";"High School"
55737;"S15737";"Bachelor"
55738;"S15738";"Doctorate"
55739;"S15739";"Bachelor"
55740;"S15740";"Associate"
55741;"S15741";"Master"
55742;"S15742";"Doctorate"
55743;"S15743";"Bachelor"
55744;"S15744";"Bachelor"
55745;"S15745";"Associate"
55746;"S15746";"Master"
55747;"S15747";"Bachelor"
55748;"S15748";"Doctorate"
55749;"S15749";"High School"
55750;"S15750";"Bachelor"
55751;"S15751";"Master"
55752;"S15752";"Bachelor"
55753;"S15753";"Bachelor"
55754;"S15754";"Master"
55755;"S15755";"High School"
55756;"S15756";"Bachelor"
55757;"S15757";"Master"
55758;"S15758";"Doctorate"
55759;"S15759";"Master"
55760;"S15760";"Bachelor"
55761;"S15761";"Associate"
55762;"S15762";"Bachelor"
55763;"S15763";"Bachelor"
55764;"S15764";"Master"
55765;"S15765";"Bachelor"
55766;"S15766";"Master"
55767;"S15767";"High School"
55768;"S15768";"Bachelor"
55769;"S15769";"Associate"
55770;"S15770";"Master"
55771;"S15771";"Associate"
55772;"S15772";"Bachelor"
55773;"S15773";"High School"
55774;"S15774";"Associate"
55775;"S15775";"Associate"
55776;"S15776";"Bachelor"
55777;"S15777";"Master"
55778;"S15778";"Associate"
55779;"S15779";"Doctorate"
55780;"S15780";"Master"
55781;"S15781";"Doctorate"
55782;"S15782";"Associate"
55783;"S15783";"High School"
55784;"S15784";"Master"
55785;"S15785";"Doctorate"
55786;"S15786";"Master"
55787;"S15787";"Associate"
55788;"S15788";"Bachelor"
55789;"S15789";"Doctorate"
55790;"S15790";"Doctorate"
55791;"S15791";"High School"
55792;"S15792";"Doctorate"
55793;"S15793";"Doctorate"
55794;"S15794";"Doctorate"
55795;"S15795";"Associate"
55796;"S15796";"Master"
55797;"S15797";"High School"
55798;"S15798";"Associate"
55799;"S15799";"Doctorate"
55800;"S15800";"Bachelor"
55801;"S15801";"Bachelor"
55802;"S15802";"Master"
55803;"S15803";"Bachelor"
55804;"S15804";"Associate"
55805;"S15805";"High School"
55806;"S15806";"Bachelor"
55807;"S15807";"Associate"
55808;"S15808";"High School"
55809;"S15809";"Doctorate"
55810;"S15810";"Doctorate"
55811;"S15811";"Bachelor"
55812;"S15812";"Bachelor"
55813;"S15813";"Associate"
55814;"S15814";"Associate"
55815;"S15815";"Master"
55816;"S15816";"Bachelor"
55817;"S15817";"Master"
55818;"S15818";"Associate"
55819;"S15819";"Master"
55820;"S15820";"Doctorate"
55821;"S15821";"Associate"
55822;"S15822";"Master"
55823;"S15823";"Bachelor"
55824;"S15824";"Bachelor"
55825;"S15825";"High School"
55826;"S15826";"Master"
55827;"S15827";"Master"
55828;"S15828";"Doctorate"
55829;"S15829";"Bachelor"
55830;"S15830";"Doctorate"
55831;"S15831";"High School"
55832;"S15832";"Bachelor"
55833;"S15833";"High School"
55834;"S15834";"Associate"
55835;"S15835";"Doctorate"
55836;"S15836";"Doctorate"
55837;"S15837";"High School"
55838;"S15838";"Associate"
55839;"S15839";"Bachelor"
55840;"S15840";"Master"
55841;"S15841";"Doctorate"
55842;"S15842";"High School"
55843;"S15843";"Doctorate"
55844;"S15844";"Doctorate"
55845;"S15845";"Doctorate"
55846;"S15846";"High School"
55847;"S15847";"Associate"
55848;"S15848";"Associate"
55849;"S15849";"Bachelor"
55850;"S15850";"High School"
55851;"S15851";"Bachelor"
55852;"S15852";"Associate"
55853;"S15853";"Master"
55854;"S15854";"Associate"
55855;"S15855";"Doctorate"
55856;"S15856";"Doctorate"
55857;"S15857";"Bachelor"
55858;"S15858";"Bachelor"
55859;"S15859";"Associate"
55860;"S15860";"Master"
55861;"S15861";"Doctorate"
55862;"S15862";"Doctorate"
55863;"S15863";"Master"
55864;"S15864";"Master"
55865;"S15865";"Master"
55866;"S15866";"Doctorate"
55867;"S15867";"Master"
55868;"S15868";"Bachelor"
55869;"S15869";"Doctorate"
55870;"S15870";"Master"
55871;"S15871";"Master"
55872;"S15872";"Associate"
55873;"S15873";"Bachelor"
55874;"S15874";"Bachelor"
55875;"S15875";"Doctorate"
55876;"S15876";"Associate"
55877;"S15877";"Bachelor"
55878;"S15878";"Doctorate"
55879;"S15879";"Doctorate"
55880;"S15880";"Associate"
55881;"S15881";"High School"
55882;"S15882";"Bachelor"
55883;"S15883";"High School"
55884;"S15884";"Bachelor"
55885;"S15885";"Doctorate"
55886;"S15886";"Master"
55887;"S15887";"Master"
55888;"S15888";"Associate"
55889;"S15889";"Master"
55890;"S15890";"Master"
55891;"S15891";"Bachelor"
55892;"S15892";"Associate"
55893;"S15893";"Master"
55894;"S15894";"Bachelor"
55895;"S15895";"Master"
55896;"S15896";"Bachelor"
55897;"S15897";"Doctorate"
55898;"S15898";"Bachelor"
55899;"S15899";"High School"
55900;"S15900";"High School"
55901;"S15901";"Bachelor"
55902;"S15902";"Doctorate"
55903;"S15903";"Doctorate"
55904;"S15904";"Bachelor"
55905;"S15905";"Associate"
55906;"S15906";"Bachelor"
55907;"S15907";"Bachelor"
55908;"S15908";"Doctorate"
55909;"S15909";"High School"
55910;"S15910";"Master"
55911;"S15911";"Bachelor"
55912;"S15912";"Master"
55913;"S15913";"Bachelor"
55914;"S15914";"Bachelor"
55915;"S15915";"Associate"
55916;"S15916";"Associate"
55917;"S15917";"Associate"
55918;"S15918";"Bachelor"
55919;"S15919";"Bachelor"
55920;"S15920";"Doctorate"
55921;"S15921";"Associate"
55922;"S15922";"Master"
55923;"S15923";"Associate"
55924;"S15924";"Master"
55925;"S15925";"Doctorate"
55926;"S15926";"Doctorate"
55927;"S15927";"Bachelor"
55928;"S15928";"High School"
55929;"S15929";"Master"
55930;"S15930";"Associate"
55931;"S15931";"Master"
55932;"S15932";"High School"
55933;"S15933";"Bachelor"
55934;"S15934";"High School"
55935;"S15935";"Doctorate"
55936;"S15936";"High School"
55937;"S15937";"Doctorate"
55938;"S15938";"Doctorate"
55939;"S15939";"High School"
55940;"S15940";"Associate"
55941;"S15941";"Bachelor"
55942;"S15942";"High School"
55943;"S15943";"Master"
55944;"S15944";"High School"
55945;"S15945";"Master"
55946;"S15946";"Doctorate"
55947;"S15947";"Doctorate"
55948;"S15948";"Master"
55949;"S15949";"Bachelor"
55950;"S15950";"Associate"
55951;"S15951";"Bachelor"
55952;"S15952";"Bachelor"
55953;"S15953";"Associate"
55954;"S15954";"Associate"
55955;"S15955";"High School"
55956;"S15956";"Bachelor"
55957;"S15957";"Doctorate"
55958;"S15958";"Master"
55959;"S15959";"Bachelor"
55960;"S15960";"High School"
55961;"S15961";"Associate"
55962;"S15962";"High School"
55963;"S15963";"Associate"
55964;"S15964";"Bachelor"
55965;"S15965";"Master"
55966;"S15966";"Bachelor"
55967;"S15967";"Doctorate"
55968;"S15968";"Doctorate"
55969;"S15969";"Master"
55970;"S15970";"Bachelor"
55971;"S15971";"Associate"
55972;"S15972";"Associate"
55973;"S15973";"High School"
55974;"S15974";"Bachelor"
55975;"S15975";"Master"
55976;"S15976";"High School"
55977;"S15977";"High School"
55978;"S15978";"Master"
55979;"S15979";"High School"
55980;"S15980";"Bachelor"
55981;"S15981";"Associate"
55982;"S15982";"Master"
55983;"S15983";"Master"
55984;"S15984";"Bachelor"
55985;"S15985";"Bachelor"
55986;"S15986";"High School"
55987;"S15987";"Bachelor"
55988;"S15988";"Master"
55989;"S15989";"Master"
55990;"S15990";"Bachelor"
55991;"S15991";"Master"
55992;"S15992";"Bachelor"
55993;"S15993";"Bachelor"
55994;"S15994";"Master"
55995;"S15995";"High School"
55996;"S15996";"High School"
55997;"S15997";"Bachelor"
55998;"S15998";"Bachelor"
55999;"S15999";"Associate"
56000;"S16000";"Doctorate"
56001;"S16001";"High School"
56002;"S16002";"Master"
56003;"S16003";"Associate"
56004;"S16004";"Bachelor"
56005;"S16005";"Master"
56006;"S16006";"High School"
56007;"S16007";"Doctorate"
56008;"S16008";"Doctorate"
56009;"S16009";"Master"
56010;"S16010";"Associate"
56011;"S16011";"Bachelor"
56012;"S16012";"Master"
56013;"S16013";"High School"
56014;"S16014";"Bachelor"
56015;"S16015";"Associate"
56016;"S16016";"Master"
56017;"S16017";"High School"
56018;"S16018";"High School"
56019;"S16019";"Master"
56020;"S16020";"Master"
56021;"S16021";"Master"
56022;"S16022";"Bachelor"
56023;"S16023";"High School"
56024;"S16024";"Associate"
56025;"S16025";"Doctorate"
56026;"S16026";"Doctorate"
56027;"S16027";"Associate"
56028;"S16028";"Doctorate"
56029;"S16029";"Doctorate"
56030;"S16030";"Doctorate"
56031;"S16031";"Master"
56032;"S16032";"Doctorate"
56033;"S16033";"Doctorate"
56034;"S16034";"Master"
56035;"S16035";"Master"
56036;"S16036";"Master"
56037;"S16037";"Bachelor"
56038;"S16038";"Doctorate"
56039;"S16039";"Master"
56040;"S16040";"Doctorate"
56041;"S16041";"Master"
56042;"S16042";"Bachelor"
56043;"S16043";"High School"
56044;"S16044";"Doctorate"
56045;"S16045";"Bachelor"
56046;"S16046";"Associate"
56047;"S16047";"Doctorate"
56048;"S16048";"Bachelor"
56049;"S16049";"Associate"
56050;"S16050";"Bachelor"
56051;"S16051";"Master"
56052;"S16052";"High School"
56053;"S16053";"Associate"
56054;"S16054";"Associate"
56055;"S16055";"Associate"
56056;"S16056";"Bachelor"
56057;"S16057";"High School"
56058;"S16058";"Bachelor"
56059;"S16059";"Doctorate"
56060;"S16060";"Associate"
56061;"S16061";"Bachelor"
56062;"S16062";"Bachelor"
56063;"S16063";"Doctorate"
56064;"S16064";"Associate"
56065;"S16065";"High School"
56066;"S16066";"Doctorate"
56067;"S16067";"Master"
56068;"S16068";"Master"
56069;"S16069";"Bachelor"
56070;"S16070";"Master"
56071;"S16071";"Associate"
56072;"S16072";"Doctorate"
56073;"S16073";"High School"
56074;"S16074";"Associate"
56075;"S16075";"Associate"
56076;"S16076";"High School"
56077;"S16077";"Associate"
56078;"S16078";"Bachelor"
56079;"S16079";"Associate"
56080;"S16080";"Doctorate"
56081;"S16081";"Associate"
56082;"S16082";"Doctorate"
56083;"S16083";"Bachelor"
56084;"S16084";"High School"
56085;"S16085";"Master"
56086;"S16086";"High School"
56087;"S16087";"Bachelor"
56088;"S16088";"Master"
56089;"S16089";"Master"
56090;"S16090";"Associate"
56091;"S16091";"High School"
56092;"S16092";"Doctorate"
56093;"S16093";"Bachelor"
56094;"S16094";"Bachelor"
56095;"S16095";"Doctorate"
56096;"S16096";"Master"
56097;"S16097";"Master"
56098;"S16098";"High School"
56099;"S16099";"High School"
56100;"S16100";"Bachelor"
56101;"S16101";"Bachelor"
56102;"S16102";"Master"
56103;"S16103";"Bachelor"
56104;"S16104";"Doctorate"
56105;"S16105";"High School"
56106;"S16106";"Bachelor"
56107;"S16107";"Master"
56108;"S16108";"High School"
56109;"S16109";"Bachelor"
56110;"S16110";"Doctorate"
56111;"S16111";"Bachelor"
56112;"S16112";"Master"
56113;"S16113";"Associate"
56114;"S16114";"High School"
56115;"S16115";"Bachelor"
56116;"S16116";"High School"
56117;"S16117";"Doctorate"
56118;"S16118";"Bachelor"
56119;"S16119";"Associate"
56120;"S16120";"Associate"
56121;"S16121";"Doctorate"
56122;"S16122";"Bachelor"
56123;"S16123";"High School"
56124;"S16124";"High School"
56125;"S16125";"Associate"
56126;"S16126";"High School"
56127;"S16127";"Bachelor"
56128;"S16128";"High School"
56129;"S16129";"Doctorate"
56130;"S16130";"Bachelor"
56131;"S16131";"Associate"
56132;"S16132";"Doctorate"
56133;"S16133";"Doctorate"
56134;"S16134";"Doctorate"
56135;"S16135";"Bachelor"
56136;"S16136";"High School"
56137;"S16137";"Bachelor"
56138;"S16138";"Bachelor"
56139;"S16139";"Bachelor"
56140;"S16140";"Associate"
56141;"S16141";"High School"
56142;"S16142";"Bachelor"
56143;"S16143";"Associate"
56144;"S16144";"Bachelor"
56145;"S16145";"Master"
56146;"S16146";"Associate"
56147;"S16147";"Master"
56148;"S16148";"Doctorate"
56149;"S16149";"Bachelor"
56150;"S16150";"Bachelor"
56151;"S16151";"High School"
56152;"S16152";"Doctorate"
56153;"S16153";"Master"
56154;"S16154";"Associate"
56155;"S16155";"Bachelor"
56156;"S16156";"Bachelor"
56157;"S16157";"High School"
56158;"S16158";"Master"
56159;"S16159";"Doctorate"
56160;"S16160";"Master"
56161;"S16161";"Master"
56162;"S16162";"High School"
56163;"S16163";"Bachelor"
56164;"S16164";"Master"
56165;"S16165";"Master"
56166;"S16166";"Doctorate"
56167;"S16167";"Bachelor"
56168;"S16168";"Associate"
56169;"S16169";"High School"
56170;"S16170";"Bachelor"
56171;"S16171";"Bachelor"
56172;"S16172";"Bachelor"
56173;"S16173";"Bachelor"
56174;"S16174";"Bachelor"
56175;"S16175";"High School"
56176;"S16176";"High School"
56177;"S16177";"Doctorate"
56178;"S16178";"Master"
56179;"S16179";"Bachelor"
56180;"S16180";"Associate"
56181;"S16181";"Bachelor"
56182;"S16182";"Master"
56183;"S16183";"Master"
56184;"S16184";"Bachelor"
56185;"S16185";"Associate"
56186;"S16186";"Doctorate"
56187;"S16187";"Bachelor"
56188;"S16188";"Bachelor"
56189;"S16189";"Master"
56190;"S16190";"High School"
56191;"S16191";"Doctorate"
56192;"S16192";"Master"
56193;"S16193";"Master"
56194;"S16194";"Bachelor"
56195;"S16195";"High School"
56196;"S16196";"Doctorate"
56197;"S16197";"Master"
56198;"S16198";"High School"
56199;"S16199";"Associate"
56200;"S16200";"Doctorate"
56201;"S16201";"Bachelor"
56202;"S16202";"High School"
56203;"S16203";"Associate"
56204;"S16204";"High School"
56205;"S16205";"Master"
56206;"S16206";"Bachelor"
56207;"S16207";"Master"
56208;"S16208";"Associate"
56209;"S16209";"Doctorate"
56210;"S16210";"Bachelor"
56211;"S16211";"Master"
56212;"S16212";"Doctorate"
56213;"S16213";"Doctorate"
56214;"S16214";"Bachelor"
56215;"S16215";"Bachelor"
56216;"S16216";"High School"
56217;"S16217";"Associate"
56218;"S16218";"High School"
56219;"S16219";"Master"
56220;"S16220";"Bachelor"
56221;"S16221";"Doctorate"
56222;"S16222";"Associate"
56223;"S16223";"Doctorate"
56224;"S16224";"Bachelor"
56225;"S16225";"High School"
56226;"S16226";"Master"
56227;"S16227";"Bachelor"
56228;"S16228";"High School"
56229;"S16229";"Associate"
56230;"S16230";"High School"
56231;"S16231";"Bachelor"
56232;"S16232";"Doctorate"
56233;"S16233";"Doctorate"
56234;"S16234";"Master"
56235;"S16235";"Doctorate"
56236;"S16236";"Master"
56237;"S16237";"High School"
56238;"S16238";"High School"
56239;"S16239";"Bachelor"
56240;"S16240";"Doctorate"
56241;"S16241";"Bachelor"
56242;"S16242";"Associate"
56243;"S16243";"High School"
56244;"S16244";"Master"
56245;"S16245";"Doctorate"
56246;"S16246";"High School"
56247;"S16247";"Doctorate"
56248;"S16248";"High School"
56249;"S16249";"High School"
56250;"S16250";"Doctorate"
56251;"S16251";"Master"
56252;"S16252";"Associate"
56253;"S16253";"Bachelor"
56254;"S16254";"Master"
56255;"S16255";"Associate"
56256;"S16256";"Master"
56257;"S16257";"Doctorate"
56258;"S16258";"Master"
56259;"S16259";"Master"
56260;"S16260";"Master"
56261;"S16261";"Master"
56262;"S16262";"Associate"
56263;"S16263";"Bachelor"
56264;"S16264";"Master"
56265;"S16265";"Doctorate"
56266;"S16266";"Bachelor"
56267;"S16267";"Bachelor"
56268;"S16268";"Doctorate"
56269;"S16269";"Bachelor"
56270;"S16270";"Master"
56271;"S16271";"Master"
56272;"S16272";"Master"
56273;"S16273";"Bachelor"
56274;"S16274";"Associate"
56275;"S16275";"Doctorate"
56276;"S16276";"High School"
56277;"S16277";"Bachelor"
56278;"S16278";"Master"
56279;"S16279";"Bachelor"
56280;"S16280";"Doctorate"
56281;"S16281";"Associate"
56282;"S16282";"Doctorate"
56283;"S16283";"Master"
56284;"S16284";"Associate"
56285;"S16285";"Doctorate"
56286;"S16286";"Bachelor"
56287;"S16287";"Bachelor"
56288;"S16288";"Doctorate"
56289;"S16289";"Bachelor"
56290;"S16290";"High School"
56291;"S16291";"High School"
56292;"S16292";"High School"
56293;"S16293";"Associate"
56294;"S16294";"Associate"
56295;"S16295";"Master"
56296;"S16296";"Doctorate"
56297;"S16297";"Master"
56298;"S16298";"High School"
56299;"S16299";"Bachelor"
56300;"S16300";"Master"
56301;"S16301";"Bachelor"
56302;"S16302";"Doctorate"
56303;"S16303";"High School"
56304;"S16304";"Master"
