Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Grade Level,Age,Country,Performance Score,Engagement Category,Attendance Group,At Risk
S15592,8.9,126.15000000000002,83.3,Associate,Male,0.0,Grade 11,16,Germany,81.275,Low,High,False
S15593,6.7,108.4,57.3,Doctorate,Male,1.0,Grade 12,17,Germany,62.510000000000005,Low,High,False
S15594,10.0,96.2,52.4,Associate,Male,0.0,Grade 10,15,England,57.06,Low,High,False
S15595,10.9,54.9,53.8,High School,Male,1.0,Grade 12,17,England,45.55,Low,Moderate,True
S15596,19.2,94.6,70.3,Bachelor,Female,1.0,Grade 12,17,Spain,67.37,Low,High,False
S15597,12.0,28.8,84.2,Master,Male,1.0,Grade 12,17,Portugal,53.14,Low,Low,False
S15598,-2.1,70.4,78.1,Doctorate,Male,2.0,Grade 10,16,Spain,59.75,Low,Moderate,False
S15599,15.3,77.1,45.1,Doctorate,Male,1.0,Grade 12,16,France,48.74,Low,High,True
S15600,2.5,66.0,85.9,High School,Male,2.0,Grade 12,17,Germany,63.25,Low,Moderate,False
S15601,11.2,75.3,80.3,High School,Male,0.0,Grade 11,16,Germany,64.97999999999999,Low,High,False
S15602,6.1,77.1,72.1,Doctorate,Male,2.0,Grade 11,16,Germany,60.39999999999999,Low,High,False
S15603,20.7,55.8,48.0,Bachelor,Male,1.0,Grade 10,15,Germany,44.879999999999995,Low,Moderate,True
S15604,17.2,90.1,51.4,Doctorate,Female,0.0,Grade 11,16,France,56.169999999999995,Low,High,False
S15605,6.3,83.0,53.5,Master,Male,2.0,Grade 11,16,Germany,52.91,Low,High,False
S15606,9.4,75.3,57.0,Doctorate,Male,0.0,Grade 10,15,France,52.970000000000006,Low,High,False
S15607,11.2,101.8,67.9,Bachelor,Male,5.0,Grade 11,16,France,66.73,High,High,False
S15608,14.3,77.0,27.350000000000016,Associate,Male,1.0,Grade 12,18,England,39.635000000000005,Low,High,True
S15609,10.1,94.7,45.8,Doctorate,Male,0.0,Grade 11,15,Germany,53.330000000000005,Low,High,False
S15610,4.9,83.2,65.2,Associate,Male,1.0,Grade 10,15,Germany,58.54,Low,High,False
S15611,6.4,68.3,65.2,Bachelor,Male,5.0,Grade 11,16,Portugal,54.370000000000005,High,Moderate,False
S15612,10.0,83.5,60.4,High School,Male,4.0,Grade 12,17,England,57.25,Moderate,High,False
S15613,16.2,73.0,67.8,Bachelor,Female,1.0,Grade 11,16,France,59.04,Low,Moderate,False
S15614,12.1,80.8,81.5,Associate,Male,1.0,Grade 11,16,Germany,67.41,Low,High,False
S15615,6.1,87.0,53.0,Bachelor,Female,1.0,Grade 12,17,France,53.81999999999999,Low,High,False
S15616,13.2,77.9,49.9,Bachelor,Male,1.0,Grade 10,15,Spain,50.96,Low,High,False
S15617,8.1,84.3,48.4,High School,Male,1.0,Grade 12,17,Germany,51.10999999999999,Low,High,False
S15618,14.5,67.6,60.8,High School,Male,0.0,Grade 11,16,Germany,53.57999999999999,Low,Moderate,False
S15619,22.6,63.6,55.2,Doctorate,Male,4.0,Grade 11,16,France,51.2,Moderate,Moderate,False
S15620,8.2,90.5,65.2,Associate,Male,0.0,Grade 10,15,Spain,61.39,Low,High,False
S15621,14.0,104.0,68.6,Doctorate,Male,2.0,Grade 10,15,France,68.3,Low,High,False
S15622,6.3,64.7,75.1,Bachelor,Female,1.0,Grade 10,15,France,58.21999999999999,Low,Moderate,False
S15623,9.4,81.3,52.2,High School,Male,2.0,Grade 11,16,France,52.37,Low,High,False
S15624,10.1,46.8,64.3,Bachelor,Male,2.0,Grade 12,17,England,48.21,Low,Low,True
S15625,9.0,111.1,60.4,Doctorate,Male,0.0,Grade 11,16,France,65.33,Low,High,False
S15626,22.3,97.9,65.2,Associate,Male,2.0,Grade 12,17,Portugal,66.42999999999999,Low,High,False
S15627,8.5,63.3,70.7,Bachelor,Female,3.0,Grade 11,16,England,56.040000000000006,Moderate,Moderate,False
S15628,12.9,67.9,59.7,Doctorate,Male,1.0,Grade 12,17,France,52.8,Low,Moderate,False
S15629,0.3,99.2,61.9,Bachelor,Male,1.0,Grade 11,16,France,60.769999999999996,Low,High,False
S15630,12.2,78.5,81.9,Bachelor,Female,1.0,Grade 11,16,Portugal,66.94,Low,High,False
S15631,15.7,87.7,51.3,Bachelor,Male,0.0,Grade 11,16,England,55.099999999999994,Low,High,False
S15632,7.4,55.3,75.8,Master,Female,0.0,Grade 10,15,England,55.96999999999999,Low,Moderate,False
S15633,-2.6,86.5,69.4,High School,Male,2.0,Grade 10,15,Germany,60.13,Low,High,False
S15634,9.8,72.0,76.2,Master,Female,4.0,Grade 12,17,France,61.660000000000004,Moderate,Moderate,False
S15635,10.1,81.0,60.3,Master,Male,0.0,Grade 11,16,France,56.470000000000006,Low,High,False
S15636,13.6,67.0,80.5,Doctorate,Male,1.0,Grade 11,16,France,63.06999999999999,Low,Moderate,False
S15637,20.1,70.8,55.4,Bachelor,Male,0.0,Grade 12,17,Portugal,52.96,Low,Moderate,False
S15638,8.1,77.1,72.5,Bachelor,Female,0.0,Grade 11,16,England,60.99999999999999,Low,High,False
S15639,5.7,75.3,72.5,Master,Male,3.0,Grade 12,17,England,59.980000000000004,Moderate,High,False
S15640,4.2,120.4,67.3,Bachelor,Male,2.0,Grade 11,16,France,70.61,Low,High,False
S15641,11.0,53.9,80.4,Bachelor,Female,5.0,Grade 11,15,Germany,58.57000000000001,High,Moderate,False
S15642,12.4,85.0,81.6,Associate,Male,3.0,Grade 10,15,France,68.78,Moderate,High,False
S15643,7.3,81.1,75.3,Master,Male,3.0,Grade 12,17,Germany,63.44,Moderate,High,False
S15644,13.9,90.2,91.6,Doctorate,Female,2.0,Grade 10,15,England,75.64,Low,High,False
S15645,12.3,25.0,59.0,Bachelor,Female,0.0,Grade 10,15,England,39.46,Low,Low,True
S15646,10.2,41.3,61.0,Associate,Male,2.0,Grade 10,15,Germany,44.93,Low,Low,True
S15647,5.5,64.0,69.3,Associate,Male,0.0,Grade 12,17,England,54.949999999999996,Low,Moderate,False
S15648,7.6,93.4,62.4,Doctorate,Male,2.0,Grade 10,16,Germany,60.74,Low,High,False
S15649,-2.1,69.7,59.5,Master,Male,0.0,Grade 10,15,Germany,50.239999999999995,Low,Moderate,False
S15650,11.2,68.9,43.0,Master,Female,4.0,Grade 12,17,Spain,44.410000000000004,Moderate,Moderate,True
S15651,10.1,75.3,76.7,Associate,Male,1.0,Grade 10,15,England,62.96,Low,High,False
S15652,10.9,58.2,63.4,Master,Male,3.0,Grade 11,16,Spain,51.339999999999996,Moderate,Moderate,False
S15653,10.0,84.4,64.1,Master,Female,4.0,Grade 10,16,Spain,59.37,Moderate,High,False
S15654,11.9,78.8,49.7,Associate,Male,5.0,Grade 11,16,England,50.87,High,High,False
S15655,10.0,85.0,59.1,High School,Male,1.0,Grade 10,15,England,57.05,Low,High,False
S15656,10.2,105.3,68.6,Master,Male,1.0,Grade 10,15,England,67.92999999999999,Low,High,False
S15657,3.0,70.4,46.9,Bachelor,Female,4.0,Grade 11,16,Spain,45.17,Moderate,Moderate,True
S15658,7.1,77.2,62.5,Master,Female,3.0,Grade 10,15,England,55.83,Moderate,High,False
S15659,10.3,55.3,58.5,Bachelor,Male,0.0,Grade 10,15,England,47.900000000000006,Low,Moderate,True
S15660,6.3,49.9,63.4,Doctorate,Male,5.0,Grade 11,16,France,47.93,High,Low,True
S15661,14.3,74.9,62.3,Doctorate,Male,2.0,Grade 12,17,Portugal,56.480000000000004,Low,Moderate,False
S15662,6.7,77.1,44.8,High School,Male,3.0,Grade 10,15,Germany,46.870000000000005,Moderate,High,True
S15663,11.1,88.8,77.7,Associate,Male,1.0,Grade 11,16,Germany,67.71,Low,High,False
S15664,10.6,86.5,28.0,High School,Female,1.0,Grade 10,15,Germany,42.07,Low,High,True
S15665,13.7,80.1,68.2,Master,Male,0.0,Grade 12,17,Portugal,60.87,Low,High,False
S15666,14.5,108.7,80.6,Associate,Male,4.0,Grade 10,15,Portugal,75.81,Moderate,High,False
S15667,13.5,68.8,63.7,Associate,Female,5.0,Grade 12,17,Portugal,55.19,High,Moderate,False
S15668,-0.5,71.2,44.3,Master,Male,3.0,Grade 10,15,England,43.41,Moderate,Moderate,True
S15669,16.0,80.7,76.8,High School,Male,0.0,Grade 12,17,Spain,65.81,Low,High,False
S15670,17.6,51.3,40.8,High School,Male,1.0,Grade 10,14,France,39.31,Low,Moderate,True
S15671,7.6,88.8,59.9,High School,Female,0.0,Grade 11,16,Germany,58.11,Low,High,False
S15672,11.2,76.4,82.1,Bachelor,Male,1.0,Grade 12,17,Germany,66.21,Low,High,False
S15673,5.5,76.8,63.3,High School,Male,4.0,Grade 11,16,Spain,55.79,Moderate,High,False
S15674,0.3,75.3,65.3,Associate,Male,0.0,Grade 11,16,Spain,55.3,Low,High,False
S15675,6.3,82.5,83.5,Bachelor,Male,1.0,Grade 11,16,Portugal,67.76,Low,High,False
S15676,7.3,83.2,42.2,High School,Male,2.0,Grade 11,16,Spain,47.52,Low,High,True
S15677,8.2,67.2,65.7,Doctorate,Male,1.0,Grade 11,16,Germany,54.650000000000006,Low,Moderate,False
S15678,5.2,106.4,65.1,Bachelor,Female,4.0,Grade 11,16,England,65.51,Moderate,High,False
S15679,10.0,45.8,53.4,Associate,Male,0.0,Grade 11,16,England,42.44,Low,Low,True
S15680,9.9,61.3,55.7,Master,Female,3.0,Grade 11,16,Germany,48.21999999999999,Moderate,Moderate,True
S15681,6.1,63.9,80.0,Associate,Female,2.0,Grade 11,16,France,60.39,Low,Moderate,False
S15682,12.7,60.6,37.1,Bachelor,Female,2.0,Grade 10,15,Spain,39.27,Low,Moderate,True
S15683,13.4,40.1,62.2,Doctorate,Female,1.0,Grade 10,15,Germany,45.81,Low,Low,True
S15684,21.9,107.9,54.4,Bachelor,Male,4.0,Grade 11,16,France,63.949999999999996,Moderate,High,False
S15685,15.6,75.3,67.9,Master,Female,5.0,Grade 12,17,France,59.660000000000004,High,High,False
S15686,11.2,75.3,57.1,Associate,Male,0.0,Grade 12,17,Germany,53.38,Low,High,False
S15687,6.9,88.9,67.6,High School,Male,0.0,Grade 11,16,France,61.85,Low,High,False
S15688,11.5,71.8,64.1,Associate,Female,1.0,Grade 12,17,England,55.88999999999999,Low,Moderate,False
S15689,11.6,69.2,65.5,Bachelor,Male,1.0,Grade 11,15,France,55.830000000000005,Low,Moderate,False
S15690,7.4,55.8,63.4,High School,Male,0.0,Grade 11,16,Spain,49.919999999999995,Low,Moderate,True
S15691,13.9,75.3,66.4,Associate,Female,0.0,Grade 12,17,France,58.57000000000001,Low,High,False
S15692,3.0,62.4,68.1,Bachelor,Female,5.0,Grade 10,15,France,53.37,High,Moderate,False
S15693,8.8,55.6,66.0,High School,Male,5.0,Grade 12,17,Spain,51.44,High,Moderate,False
S15694,10.0,94.1,62.1,Doctorate,Female,0.0,Grade 12,18,Spain,61.28,Low,High,False
S15695,8.6,58.6,80.1,Doctorate,Male,4.0,Grade 11,16,England,59.349999999999994,Moderate,Moderate,False
S15696,9.0,103.1,51.0,Master,Male,0.0,Grade 11,16,Germany,58.22999999999999,Low,High,False
S15697,9.3,60.7,97.5,Bachelor,Male,1.0,Grade 11,16,Portugal,68.82000000000001,Low,Moderate,False
S15698,5.8,44.9,51.9,Master,Male,1.0,Grade 10,15,Germany,40.58,Low,Low,True
S15699,15.9,85.5,57.8,Bachelor,Female,2.0,Grade 10,15,France,57.73,Low,High,False
S15700,4.9,66.1,37.6,Associate,Male,2.0,Grade 11,16,Portugal,39.60999999999999,Low,Moderate,True
S15701,11.6,43.4,60.5,High School,Male,2.0,Grade 11,16,Portugal,45.589999999999996,Low,Low,True
S15702,12.1,80.1,78.2,Bachelor,Male,0.0,Grade 11,16,Germany,65.55,Low,High,False
S15703,5.3,48.9,50.6,Associate,Male,5.0,Grade 12,16,Germany,41.03,High,Low,True
S15704,10.4,35.2,85.5,Associate,Male,2.0,Grade 12,18,Portugal,55.39,Low,Low,False
S15705,5.5,75.3,62.4,Bachelor,Male,3.0,Grade 11,16,France,54.89,Moderate,High,False
S15706,17.0,104.8,43.8,Doctorate,Male,0.0,Grade 12,17,England,56.739999999999995,Low,High,False
S15707,4.3,67.1,52.5,Bachelor,Female,0.0,Grade 11,16,England,47.239999999999995,Low,Moderate,True
S15708,6.7,75.3,72.0,High School,Male,2.0,Grade 12,17,Germany,59.93000000000001,Low,High,False
S15709,3.9,75.3,57.0,Bachelor,Female,1.0,Grade 10,15,Spain,51.870000000000005,Low,High,False
S15710,3.2,88.3,89.1,Associate,Male,4.0,Grade 10,15,England,71.67999999999999,Moderate,High,False
S15711,18.0,71.6,54.6,Master,Female,0.0,Grade 11,16,Spain,52.38,Low,Moderate,False
S15712,12.7,63.1,63.3,Master,Male,5.0,Grade 12,17,England,53.12,High,Moderate,False
S15713,10.7,81.9,55.5,Associate,Female,1.0,Grade 12,17,France,54.46,Low,High,False
S15714,6.7,88.0,78.8,Associate,Male,3.0,Grade 12,17,Portugal,67.14,Moderate,High,False
S15715,14.5,49.8,42.6,Bachelor,Male,4.0,Grade 10,15,France,39.13999999999999,Moderate,Low,True
S15716,5.9,68.5,34.1,Bachelor,Female,1.0,Grade 10,15,France,38.78,Low,Moderate,True
S15717,14.0,71.2,56.9,High School,Male,4.0,Grade 10,15,Germany,52.61,Moderate,Moderate,False
S15718,5.6,69.4,61.8,High School,Male,0.0,Grade 10,15,England,52.839999999999996,Low,Moderate,False
S15719,6.8,61.5,39.6,Associate,Male,1.0,Grade 12,17,Spain,39.61,Low,Moderate,True
S15720,13.8,48.3,71.4,Doctorate,Male,4.0,Grade 10,15,Germany,52.949999999999996,Moderate,Low,False
S15721,14.3,68.9,75.6,Bachelor,Male,1.0,Grade 12,17,Portugal,61.33,Low,Moderate,False
S15722,13.0,69.4,102.94999999999999,High School,Male,2.0,Grade 11,16,England,74.89499999999998,Low,Moderate,False
S15723,4.8,65.5,54.8,Associate,Female,3.0,Grade 11,16,Portugal,48.01,Moderate,Moderate,True
S15724,7.8,88.0,86.9,Associate,Male,5.0,Grade 12,17,Portugal,71.41,High,High,False
S15725,10.8,47.6,48.3,Master,Female,4.0,Grade 10,15,England,40.59,Moderate,Low,True
S15726,5.8,80.6,73.0,Associate,Female,1.0,Grade 11,16,Germany,61.83999999999999,Low,High,False
S15727,16.9,39.1,57.8,Master,Male,3.0,Grade 10,15,France,44.01,Moderate,Low,True
S15728,-2.0,73.7,67.7,Bachelor,Female,1.0,Grade 12,17,Germany,55.56,Low,Moderate,False
S15729,6.1,29.9,76.8,High School,Female,1.0,Grade 11,16,England,48.589999999999996,Low,Low,True
S15730,7.5,57.2,69.8,High School,Male,1.0,Grade 12,17,England,53.56,Low,Moderate,False
S15731,-2.8,74.6,65.2,Associate,Female,4.0,Grade 12,17,Germany,54.42,Moderate,Moderate,False
S15732,3.0,46.5,78.7,Associate,Male,0.0,Grade 12,17,Germany,53.9,Low,Low,False
S15733,13.1,46.6,36.2,Doctorate,Male,2.0,Grade 12,17,England,34.699999999999996,Low,Low,True
S15734,10.2,94.6,74.9,Master,Male,0.0,Grade 11,16,Germany,67.87,Low,High,False
S15735,17.9,43.1,71.8,Bachelor,Male,1.0,Grade 12,17,Germany,52.41,Low,Low,False
S15736,17.7,72.6,60.7,High School,Male,1.0,Grade 12,17,England,55.669999999999995,Low,Moderate,False
S15737,12.2,104.5,71.9,Bachelor,Male,2.0,Grade 12,17,France,69.74,Low,High,False
S15738,11.6,77.8,48.3,Doctorate,Male,2.0,Grade 12,17,Germany,49.809999999999995,Low,High,True
S15739,10.3,75.6,45.0,Bachelor,Male,1.0,Grade 12,17,Portugal,47.239999999999995,Low,High,True
S15740,-2.8,60.7,73.3,Associate,Male,3.0,Grade 10,15,England,54.3,Moderate,Moderate,False
S15741,3.0,60.8,60.0,Master,Male,0.0,Grade 10,15,France,48.839999999999996,Low,Moderate,True
S15742,10.5,71.6,87.4,Doctorate,Male,0.0,Grade 11,17,Spain,67.28,Low,Moderate,False
S15743,13.1,35.1,59.6,Bachelor,Male,2.0,Grade 11,16,Germany,42.949999999999996,Low,Low,True
S15744,11.4,95.3,49.7,Bachelor,Male,1.0,Grade 12,17,Germany,55.72,Low,High,False
S15745,5.5,79.2,102.94999999999999,Associate,Female,4.0,Grade 12,17,France,76.335,Moderate,High,False
S15746,14.7,40.0,43.6,Master,Female,2.0,Grade 11,16,France,36.739999999999995,Low,Low,True
S15747,17.4,95.5,67.2,Bachelor,Male,1.0,Grade 11,16,Germany,65.73,Low,High,False
S15748,14.7,88.6,66.6,Doctorate,Female,0.0,Grade 11,16,England,62.81999999999999,Low,High,False
S15749,14.9,83.8,75.7,High School,Male,0.0,Grade 11,16,Germany,65.97,Low,High,False
S15750,7.2,119.7,59.9,Bachelor,Male,4.0,Grade 11,16,England,67.3,Moderate,High,False
S15751,15.4,76.9,60.9,Master,Female,2.0,Grade 10,15,Portugal,56.599999999999994,Low,High,False
S15752,10.7,105.6,62.8,Bachelor,Female,1.0,Grade 12,17,England,65.22,Low,High,False
S15753,12.6,75.5,92.0,Bachelor,Male,2.0,Grade 11,16,France,71.17,Low,High,False
S15754,11.8,84.0,78.0,Master,Female,1.0,Grade 11,16,France,66.56,Low,High,False
S15755,10.0,63.9,52.2,High School,Male,1.0,Grade 11,16,France,47.269999999999996,Low,Moderate,True
S15756,5.7,37.3,65.2,Bachelor,Male,4.0,Grade 12,17,Germany,44.93,Moderate,Low,True
S15757,9.6,126.15000000000002,63.0,Master,Male,2.0,Grade 11,16,England,71.265,Low,High,False
S15758,14.9,73.3,51.6,Doctorate,Male,0.0,Grade 12,17,England,50.769999999999996,Low,Moderate,False
S15759,7.8,70.3,40.9,Master,Male,4.0,Grade 10,15,France,43.1,Moderate,Moderate,True
S15760,14.5,51.4,54.8,Bachelor,Female,4.0,Grade 12,16,Germany,45.71999999999999,Moderate,Moderate,True
S15761,13.7,69.5,51.3,Associate,Female,2.0,Grade 10,15,France,49.24,Low,Moderate,True
S15762,8.5,84.0,88.6,Bachelor,Male,2.0,Grade 10,15,France,71.2,Low,High,False
S15763,16.9,100.8,66.3,Bachelor,Male,1.0,Grade 11,16,Portugal,66.77,Low,High,False
S15764,8.2,61.2,42.5,Master,Male,4.0,Grade 10,15,Germany,41.25,Moderate,Moderate,True
S15765,17.5,82.9,60.4,Bachelor,Male,5.0,Grade 11,16,Germany,58.57,High,High,False
S15766,12.2,109.8,65.2,Master,Female,0.0,Grade 11,17,Germany,67.97999999999999,Low,High,False
S15767,10.0,90.0,76.0,High School,Male,1.0,Grade 12,16,England,67.0,Low,High,False
S15768,5.6,59.6,68.0,Bachelor,Male,1.0,Grade 12,17,Germany,52.99999999999999,Low,Moderate,False
S15769,9.6,77.0,72.9,Associate,Male,0.0,Grade 10,15,Germany,61.47,Low,High,False
S15770,10.0,78.7,62.9,Master,Male,4.0,Grade 11,16,Germany,57.06,Moderate,High,False
S15771,3.7,87.7,62.9,Associate,Male,1.0,Grade 11,16,Spain,58.5,Low,High,False
S15772,8.9,75.8,102.94999999999999,Bachelor,Male,4.0,Grade 10,15,Spain,75.99499999999999,Moderate,High,False
S15773,6.0,84.7,56.0,High School,Male,3.0,Grade 11,16,Germany,54.61,Moderate,High,False
S15774,10.0,95.4,46.1,Associate,Male,1.0,Grade 11,16,Germany,53.67,Low,High,False
S15775,16.5,54.0,58.4,Associate,Female,3.0,Grade 11,16,Germany,48.699999999999996,Moderate,Moderate,True
S15776,3.9,48.6,63.4,Bachelor,Male,1.0,Grade 11,15,Spain,47.06,Low,Low,True
S15777,18.6,87.2,41.5,Master,Male,0.0,Grade 10,14,Germany,50.629999999999995,Low,High,False
S15778,9.4,71.9,72.5,Associate,Male,1.0,Grade 12,17,Germany,59.7,Low,Moderate,False
S15779,5.1,92.3,55.9,Doctorate,Male,4.0,Grade 12,17,Spain,56.660000000000004,Moderate,High,False
S15780,13.8,96.8,30.3,Master,Female,3.0,Grade 12,17,France,46.949999999999996,Moderate,High,True
S15781,7.8,38.0,64.7,Doctorate,Male,1.0,Grade 11,16,England,45.31,Low,Low,True
S15782,9.6,58.3,52.8,Associate,Male,4.0,Grade 11,16,Portugal,45.81,Moderate,Moderate,True
S15783,8.0,75.3,80.2,High School,Male,5.0,Grade 12,17,Germany,64.28999999999999,High,High,False
S15784,5.9,54.5,49.8,Master,Male,1.0,Grade 10,15,England,42.43,Low,Moderate,True
S15785,13.6,65.5,56.9,Doctorate,Female,2.0,Grade 10,15,England,50.81999999999999,Low,Moderate,False
S15786,10.0,49.4,70.2,Master,Male,1.0,Grade 10,15,Portugal,51.92,Low,Low,False
S15787,10.0,66.2,59.5,Associate,Male,1.0,Grade 11,16,France,51.61,Low,Moderate,False
S15788,12.8,55.7,65.2,Bachelor,Male,4.0,Grade 10,15,France,51.870000000000005,Moderate,Moderate,False
S15789,4.0,81.9,50.8,Doctorate,Male,1.0,Grade 10,15,Germany,50.769999999999996,Low,High,False
S15790,4.2,93.0,83.0,Doctorate,Female,0.0,Grade 12,17,Portugal,70.24000000000001,Low,High,False
S15791,16.0,83.2,57.0,High School,Female,1.0,Grade 11,16,France,56.660000000000004,Low,High,False
S15792,4.0,126.15000000000002,47.0,Doctorate,Male,1.0,Grade 12,17,France,62.145,Low,High,False
S15793,-1.6,75.3,61.2,Doctorate,Male,3.0,Grade 11,16,Spain,52.87,Moderate,High,False
S15794,13.1,93.0,62.8,Doctorate,Female,5.0,Grade 12,17,Portugal,61.919999999999995,High,High,False
S15795,8.5,73.4,73.6,Associate,Male,1.0,Grade 10,16,Portugal,60.519999999999996,Low,Moderate,False
S15796,8.9,68.9,45.7,Master,Male,1.0,Grade 11,16,Germany,45.300000000000004,Low,Moderate,True
S15797,8.4,100.5,90.5,High School,Female,4.0,Grade 12,17,Portugal,77.08000000000001,Moderate,High,False
S15798,11.2,69.9,56.9,Associate,Male,1.0,Grade 12,17,Spain,51.660000000000004,Low,Moderate,False
S15799,6.2,75.7,90.9,Doctorate,Male,0.0,Grade 12,17,Portugal,69.39999999999999,Low,High,False
S15800,17.4,75.3,68.0,Bachelor,Male,3.0,Grade 10,15,France,60.07,Moderate,High,False
S15801,2.6,85.8,73.5,Bachelor,Female,1.0,Grade 11,16,Spain,63.01,Low,High,False
S15802,12.2,126.15000000000002,65.2,Master,Female,0.0,Grade 12,17,England,72.885,Low,High,False
S15803,13.2,96.3,58.8,Bachelor,Male,1.0,Grade 10,15,France,60.92999999999999,Low,High,False
S15804,6.2,68.9,44.7,Associate,Male,1.0,Grade 12,17,Spain,44.260000000000005,Low,Moderate,True
S15805,4.9,78.6,75.8,High School,Male,1.0,Grade 10,15,Germany,62.459999999999994,Low,High,False
S15806,15.1,81.6,97.5,Bachelor,Male,3.0,Grade 10,15,England,76.24999999999999,Moderate,High,False
S15807,5.0,104.3,65.2,Associate,Female,3.0,Grade 11,16,England,64.89,Moderate,High,False
S15808,7.0,39.3,65.9,High School,Male,0.0,Grade 10,15,Spain,46.14,Low,Low,True
S15809,14.4,75.2,70.0,Doctorate,Male,3.0,Grade 10,15,England,60.440000000000005,Moderate,High,False
S15810,10.2,62.1,43.1,Doctorate,Male,4.0,Grade 11,16,England,42.22,Moderate,Moderate,True
S15811,1.0,64.3,82.6,Bachelor,Female,1.0,Grade 12,17,Spain,60.79,Low,Moderate,False
S15812,18.7,58.0,65.2,Bachelor,Female,3.0,Grade 12,17,Germany,53.74,Moderate,Moderate,False
S15813,7.3,85.8,87.4,Associate,Female,1.0,Grade 10,15,Germany,70.89999999999999,Low,High,False
S15814,8.0,26.0,68.9,Associate,Male,1.0,Grade 10,14,Portugal,43.85,Low,Low,True
S15815,11.3,72.2,84.2,Master,Male,4.0,Grade 11,16,France,66.02000000000001,Moderate,Moderate,False
S15816,13.1,38.6,38.2,Bachelor,Male,1.0,Grade 12,17,France,33.3,Low,Low,True
S15817,19.8,61.1,78.2,Master,Male,3.0,Grade 12,17,England,61.39,Moderate,Moderate,False
S15818,1.7,70.7,67.8,Associate,Male,2.0,Grade 10,14,England,55.45,Low,Moderate,False
S15819,10.0,66.9,65.2,Master,Male,3.0,Grade 12,17,France,54.67,Moderate,Moderate,False
S15820,13.7,88.6,82.2,Doctorate,Male,1.0,Grade 10,15,Germany,70.42,Low,High,False
S15821,9.3,100.0,76.7,Associate,Male,4.0,Grade 11,16,England,70.21,Moderate,High,False
S15822,13.9,114.2,67.7,Master,Male,0.0,Grade 11,15,Germany,70.89,Low,High,False
S15823,14.7,74.8,32.5,Bachelor,Male,0.0,Grade 11,16,England,41.629999999999995,Low,Moderate,True
S15824,3.1,98.2,60.2,Bachelor,Male,3.0,Grade 11,16,Germany,60.18,Moderate,High,False
S15825,18.7,104.3,78.6,High School,Male,4.0,Grade 12,17,Germany,74.33,Moderate,High,False
S15826,2.2,75.3,55.6,Master,Male,2.0,Grade 12,17,England,50.83,Low,High,False
S15827,4.3,99.7,69.6,Master,Male,0.0,Grade 11,16,France,65.57,Low,High,False
S15828,8.7,31.5,74.8,Doctorate,Male,1.0,Grade 12,17,Germany,48.589999999999996,Low,Low,True
S15829,19.6,75.3,83.9,Bachelor,Male,1.0,Grade 11,16,France,68.46000000000001,Low,High,False
S15830,10.0,107.1,68.3,Doctorate,Male,1.0,Grade 12,17,France,68.28,Low,High,False
S15831,9.8,77.0,51.2,High School,Male,5.0,Grade 10,15,Portugal,50.660000000000004,High,High,False
S15832,17.2,71.2,83.6,Bachelor,Male,3.0,Grade 11,16,Germany,66.6,Moderate,Moderate,False
S15833,8.5,71.1,61.4,High School,Male,0.0,Grade 12,17,France,53.730000000000004,Low,Moderate,False
S15834,4.1,104.4,72.7,Associate,Female,0.0,Grade 10,15,Germany,68.49,Low,High,False
S15835,7.9,43.2,65.2,Doctorate,Male,0.0,Grade 12,17,England,47.14,Low,Low,True
S15836,16.9,67.2,45.5,Doctorate,Male,0.0,Grade 11,17,Germany,46.29,Low,Moderate,True
S15837,10.0,91.8,46.3,High School,Female,3.0,Grade 11,16,Germany,52.69,Moderate,High,False
S15838,10.0,75.3,86.3,Associate,Male,4.0,Grade 11,16,Portugal,67.74,Moderate,High,False
S15839,13.7,98.7,64.4,Bachelor,Female,5.0,Grade 11,16,Portugal,64.55,High,High,False
S15840,6.8,75.3,65.2,Master,Male,5.0,Grade 12,17,Germany,56.55,High,High,False
S15841,10.3,65.6,95.9,Doctorate,Female,0.0,Grade 11,17,England,69.69,Low,Moderate,False
S15842,5.7,75.3,79.0,High School,Male,0.0,Grade 11,16,Spain,63.230000000000004,Low,High,False
S15843,6.7,48.6,93.5,Doctorate,Female,1.0,Grade 12,18,England,62.67,Low,Low,False
S15844,22.799999999999997,34.7,49.2,Doctorate,Male,1.0,Grade 11,16,France,39.57000000000001,Low,Low,True
S15845,15.1,62.8,65.1,Doctorate,Male,2.0,Grade 11,16,France,54.410000000000004,Low,Moderate,False
S15846,14.3,76.6,51.7,High School,Female,1.0,Grade 10,15,England,51.69,Low,High,False
S15847,6.9,58.8,49.0,Associate,Male,1.0,Grade 11,15,England,43.52,Low,Moderate,True
S15848,17.8,75.3,55.9,Associate,Male,3.0,Grade 11,16,Spain,54.1,Moderate,High,False
S15849,15.5,76.2,53.8,Bachelor,Male,2.0,Grade 12,17,Germany,52.86,Low,High,False
S15850,19.4,37.8,56.2,High School,Male,2.0,Grade 12,17,Spain,43.32,Low,Low,True
S15851,19.2,64.2,66.3,Bachelor,Male,1.0,Grade 11,16,Germany,56.25,Low,Moderate,False
S15852,2.6,93.8,69.8,Associate,Male,0.0,Grade 12,17,Portugal,63.559999999999995,Low,High,False
S15853,4.5,84.7,79.6,Master,Female,1.0,Grade 12,17,England,66.11,Low,High,False
